Temperature,Pressure,x_gr_[Grt],x_spss_[Grt],tot x_prp,Mg#_[Grt],Si_pfu_[Bt],xTi_[Bt],Mg#_[Bt],Si_pfu_[mu],x_cel_[mu],x_pa_[mu],x_ab_[Pl],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597.7272727,5808.080808,0.024421195,0.165498417,0.134201585,0.164275582,2.660915566,0.106100151,0.451749447,3.043052497,0.026043264,0.128675376,0.845798408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600.7575758,5808.080808,0.024028319,0.167415303,0.134639619,0.165117335,2.659144326,0.107723051,0.451092945,3.043727619,0.026302722,0.124785076,0.845232213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603.7878788,5808.080808,0.02365011,0.169363665,0.135078433,0.165970326,2.657413348,0.10934869,0.450439065,3.044374422,0.026548893,0.121070622,0.844587561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606.8181818,5808.080808,0.023287134,0.171281297,0.135519927,0.166828303,2.655681545,0.111000306,0.449789524,3.044992455,0.026782167,0.117519484,0.843863112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609.8484848,5808.080808,0.022941299,0.17315061,0.135946571,0.167664003,2.653976671,0.112655866,0.449148467,3.045584464,0.026998927,0.114119276,0.843054662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612.8787879,5808.080808,0.022704414,0.176643582,0.135885518,0.168256001,2.652725124,0.114437906,0.447968567,3.046355862,0.027288962,0.11025686,0.842089167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615.9090909,5808.080808,0.022507659,0.179654015,0.135449649,0.168282267,2.651247806,0.116102123,0.445515875,3.047123302,0.027526721,0.106458704,0.841027715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618.9393939,5808.080808,0.022325113,0.182669691,0.135022188,0.168322397,2.649788149,0.117776898,0.443095383,3.047861968,0.027750325,0.102836575,0.839837305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621.969697,5808.080808,0.022157394,0.185669461,0.13459841,0.168366697,2.648339667,0.119462357,0.440752548,3.048573631,0.027960543,0.09937575,0.838504816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,5808.080808,0.022004261,0.188697925,0.134186382,0.168433851,2.646897152,0.121157023,0.438450443,3.049260215,0.028156373,0.096068354,0.837023104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628.030303,5808.080808,0.021865,0.191676793,0.133770354,0.168489064,2.645468479,0.122861952,0.436194192,3.049923016,0.028339286,0.092900025,0.8353788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631.0606061,5808.080808,0.021741779,0.194701777,0.133368642,0.16857426,2.644048227,0.124576453,0.433988281,3.050562837,0.028512427,0.089861354,0.833555577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634.0909091,5808.080808,0.021627425,0.197699638,0.132966733,0.168655823,2.642636627,0.126300458,0.431831925,3.051181445,0.028673335,0.086947657,0.831532712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637.1212121,5808.080808,0.021541493,0.200729739,0.132575149,0.168762288,2.641231661,0.128033609,0.429724148,3.051779242,0.028826364,0.084138192,0.829288336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640.1515152,5808.080808,0.021472809,0.203691695,0.132173369,0.168846027,2.639830661,0.129775705,0.42766796,3.052358123,0.028967411,0.081432334,0.826789582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643.1818182,5808.080808,0.021422496,0.206692993,0.131783701,0.168956669,2.638439522,0.131526872,0.425659406,3.052917951,0.029102402,0.078825783,0.823996516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646.2121212,5808.080808,0.021375503,0.210581008,0.131841094,0.169859335,2.637676047,0.13338246,0.425385631,3.053501131,0.029318539,0.076296426,0.820828946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649.2424242,5808.080808,0.021359342,0.214322291,0.131851946,0.170683291,2.636926416,0.135250132,0.425123278,3.054068939,0.02953218,0.073847662,0.817253756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652.2727273,5808.080808,0.022949851,0.212882145,0.132601792,0.171593992,2.635362761,0.13673141,0.425433535,0,0,0,0.806323874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655.3030303,5808.080808,0.022653425,0.2085989,0.135338611,0.174117375,2.637431524,0.138447392,0.428822419,0,0,0,0.805100424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658.3333333,5808.080808,0.022368605,0.204830159,0.138359681,0.177107617,2.639748072,0.140213536,0.43323771,0,0,0,0.803792802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661.3636364,5808.080808,0.022102933,0.201274392,0.14145147,0.18020625,2.641958135,0.141975979,0.437706055,0,0,0,0.802467284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664.3939394,5808.080808,0.021835575,0.195619467,0.143778386,0.181780731,2.642991307,0.143126972,0.438882065,0,0,0,0.801355145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667.4242424,5808.080808,0.021574594,0.189271052,0.145865886,0.182859644,2.643649121,0.144075219,0.439001092,0,0,0,0.800305211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670.4545455,5808.080808,0.021318673,0.182858538,0.147963063,0.183920748,2.644330725,0.144998336,0.439161241,0,0,0,0.799241737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673.4848485,5808.080808,0.021072926,0.176580122,0.150097257,0.185034805,2.644946835,0.145957409,0.439333974,0,0,0,0.798166187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676.5151515,5808.080808,0.020829054,0.170265541,0.152262883,0.186166549,2.645531857,0.146918613,0.439531536,0,0,0,0.797077422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679.5454545,5808.080808,0.020589839,0.163870189,0.154425991,0.187259645,2.646156083,0.147849928,0.439784768,0,0,0,0.795973479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682.5757576,5808.080808,0.020359157,0.157646374,0.156652924,0.188448504,2.646713223,0.148805584,0.440064176,0,0,0,0.794856548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685.6060606,5808.080808,0.020131395,0.151347675,0.158884832,0.189609977,2.647290755,0.149742973,0.440400877,0,0,0,0.793723476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688.6363636,5808.080808,0.019909178,0.145165174,0.161175787,0.190850098,2.647835874,0.150688741,0.44077467,0,0,0,0.792575978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691.6666667,5808.080808,0.019695592,0.138971527,0.163477896,0.192081645,2.648366162,0.151632765,0.441212729,0,0,0,0.791412351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694.6969697,5808.080808,0.019482757,0.132770389,0.165796847,0.193311071,2.648893222,0.152570198,0.441714365,0,0,0,0.790232335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697.7272727,5808.080808,0.019277028,0.126650578,0.168171745,0.19460928,2.649385476,0.153520827,0.442281972,0,0,0,0.789035343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700.7575758,5808.080808,0.019077615,0.120612582,0.170582941,0.19594574,2.649856912,0.1544696,0.44293135,0,0,0,0.787820071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703.7878788,5808.080808,0.018883297,0.114653733,0.173042494,0.197337358,2.650323481,0.155418106,0.443663678,0,0,0,0.786586301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706.8181818,5808.080808,0.018695264,0.108808166,0.175553503,0.198792257,2.650755673,0.1563702,0.444487513,0,0,0,0.785333048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709.8484848,5808.080808,0.018513044,0.103043076,0.178106077,0.200292055,2.651162167,0.157337519,0.445422532,0,0,0,0.784059124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712.8787879,5808.080808,0.018335712,0.097371126,0.180706873,0.20184862,2.651540529,0.158305647,0.446477396,0,0,0,0.782763262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715.9090909,5808.080808,0.018165698,0.091903005,0.183369195,0.203497346,2.651894699,0.159273088,0.447648452,0,0,0,0.781444435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718.9393939,5808.080808,0.01800056,0.086575485,0.186092599,0.205227866,2.65220117,0.160260884,0.44896459,0,0,0,0.780102468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721.969697,5808.080808,0.017843368,0.081353666,0.188874555,0.207022489,2.652507388,0.161265243,0.450451879,0,0,0,0.778733321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,5808.080808,0.017689533,0.076342323,0.191768416,0.208967197,2.65278202,0.162275736,0.452115489,0,0,0,0.777334094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,5888.888889,0.274728573,0.335613698,0.019919568,0.047703845,2.899845679,0.051525174,0.305754562,3.069229335,0.038033149,0.1512109,0.877221932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428.030303,5888.888889,0.270390789,0.328144174,0.021017367,0.048930421,2.894549404,0.052181509,0.308194662,3.06679824,0.036836882,0.154911296,0.870630656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431.0606061,5888.888889,0.26609043,0.32036987,0.022164009,0.050168555,2.889043005,0.052829007,0.310639892,3.0644331,0.035684721,0.158574467,0.863696836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434.0909091,5888.888889,0.261817399,0.312339608,0.023362924,0.051425724,2.883287239,0.053465364,0.313064975,3.062128907,0.03457266,0.162198995,0.856417121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.1212121,5888.888889,0.257594132,0.304009971,0.024615308,0.052700407,2.877303722,0.054091031,0.315480334,3.059881079,0.033498338,0.165778539,0.848753965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.1515152,5888.888889,0.253404848,0.295415427,0.025923599,0.053995105,2.871070054,0.054704547,0.317887515,3.057691205,0.032463533,0.169296806,0.840688563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1818182,5888.888889,0.249243832,0.286565826,0.027289674,0.055310121,2.864565851,0.055304555,0.320305415,3.055557779,0.03146771,0.172742201,0.832212535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.2121212,5888.888889,0.23873823,0.282924001,0.02892954,0.057120974,2.858629511,0.055929578,0.322829177,3.053265109,0.030366623,0.177476643,0.827962124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2424242,5888.888889,0.225474888,0.281126147,0.030753804,0.059162021,2.853044985,0.056570556,0.325426034,3.050906488,0.029224112,0.183068825,0.826169191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.2727273,5888.888889,0.212941108,0.278391006,0.032666056,0.061224261,2.847378251,0.05720763,0.328083518,3.048580687,0.028102789,0.188842403,0.824347991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.3030303,5888.888889,0.201214001,0.274692281,0.034663499,0.063300321,2.841613817,0.057839516,0.330745156,3.046297406,0.027012907,0.194780677,0.82249445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.3333333,5888.888889,0.189769753,0.272188079,0.036956065,0.066022018,2.837184173,0.058558153,0.336385407,3.044364312,0.026219099,0.200093949,0.820667411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461.3636364,5888.888889,0.178781876,0.271019178,0.039563479,0.069423434,2.833951399,0.059359366,0.344941716,3.042774514,0.02570297,0.204674799,0.818875445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464.3939394,5888.888889,0.168670158,0.269010358,0.042281238,0.072864217,2.830479271,0.060152124,0.353506307,3.041205408,0.025185357,0.209289481,0.817056933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467.4242424,5888.888889,0.159286614,0.266401937,0.045118768,0.076369523,2.826806236,0.06093752,0.362025298,3.039650126,0.024662807,0.213965539,0.815193421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470.4545455,5888.888889,0.150582324,0.263087405,0.048070723,0.079913285,2.82293513,0.06171515,0.370485844,3.038104741,0.024134102,0.218712516,0.813287275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473.4848485,5888.888889,0.142473511,0.258736438,0.051097033,0.083364783,2.818692867,0.062444903,0.37828354,3.036508276,0.023550152,0.223749427,0.811288329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476.5151515,5888.888889,0.134962716,0.249978872,0.053860142,0.085684552,2.812896978,0.062850687,0.381317362,3.034470699,0.022594549,0.230415155,0.809048261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479.5454545,5888.888889,0.127953118,0.240621628,0.05672526,0.08802932,2.807053329,0.063257896,0.384425437,3.032459347,0.021664376,0.23722975,0.806750791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482.5757576,5888.888889,0.121317625,0.230704941,0.059689715,0.090379393,2.80117325,0.063665785,0.387573285,3.030473988,0.020760882,0.244261718,0.804334311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485.6060606,5888.888889,0.115061592,0.220299497,0.062759748,0.092752982,2.795219511,0.064073209,0.390804942,3.028506257,0.019879506,0.25147166,0.801833456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.6363636,5888.888889,0.109208238,0.20942129,0.065936892,0.095155492,2.789232308,0.064484187,0.394125606,3.026556865,0.019022712,0.258886536,0.799230733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491.6666667,5888.888889,0.103968402,0.198120047,0.069218031,0.097611534,2.78315967,0.06490397,0.397728538,3.024672073,0.018226826,0.266120062,0.796025749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494.6969697,5888.888889,0.101898189,0.186572735,0.072580884,0.100437641,2.77667252,0.065419937,0.403816136,3.023383152,0.0178846,0.268504504,0.785890648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497.7272727,5888.888889,0.099724555,0.174880196,0.076068234,0.103296766,2.770184711,0.065938927,0.409801271,3.022094299,0.01754911,0.270781718,0.77547992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.7575758,5888.888889,0.097432183,0.163152101,0.07969573,0.106219259,2.76369652,0.066461193,0.415711834,3.020812928,0.017225931,0.27294999,0.764900756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503.7878788,5888.888889,0.095033317,0.151437024,0.083471064,0.109218225,2.757153499,0.066987699,0.421606714,3.019534366,0.0169124,0.274991841,0.75415425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506.8181818,5888.888889,0.092551021,0.13971598,0.087396426,0.112291928,2.750601223,0.067522746,0.427563522,3.018268634,0.016615512,0.276916267,0.743336814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
