Temperature,Pressure,Si_pfu_[Bt],xTi_[Bt],Mg#_[Bt],x_ab_[Pl],x_tts_[Amp],Na_M4_[Amp],Ed_[Amp],Ts_[Amp],Al_pfu_[Cpx],Mg#_[Cpx],Ca_[Cpx],xjd_tot_[Cpx]
550,2000,2.892971533,0.087175591,0.537302294,0.553998926,0.021675587,0.038223068,0.416447168,1.115140605,0,0,0,0
552.020202,2000,2.892954749,0.088071398,0.537218002,0.553450134,0.021910132,0.038122583,0.416390499,1.112159605,0,0,0,0
554.040404,2000,2.892958163,0.088971417,0.537128541,0.552896276,0.022145134,0.038029872,0.416355507,1.109221106,0,0,0,0
556.0606061,2000,2.892965006,0.089873117,0.537038395,0.552349645,0.022380066,0.037934789,0.416330154,1.106312749,0,0,0,0
558.0808081,2000,2.892977995,0.090783639,0.536961084,0.551805759,0.022615725,0.037841437,0.416316842,1.103426617,0,0,0,0
560.1010101,2000,2.892981609,0.091692072,0.536875157,0.551272629,0.022850708,0.037742533,0.416300865,1.100548639,0,0,0,0
562.1212121,2000,2.892993481,0.092599862,0.536787982,0.550740489,0.023085813,0.037649803,0.416295763,1.097697028,0,0,0,0
564.1414141,2000,2.893355495,0.093445013,0.536901944,0.549760785,0.023209494,0.03744223,0.414752362,1.09063081,0,0,0,0
566.1616162,2000,2.893873303,0.094260984,0.537095476,0.548608709,0.023278047,0.037180398,0.412508557,1.081717642,0,0,0,0
568.1818182,2000,2.894372439,0.095076693,0.537282495,0.547471779,0.023344025,0.036928772,0.41026049,1.072766808,0,0,0,0
570.2020202,2000,2.894868266,0.095894698,0.537469211,0.546362516,0.023407381,0.036676515,0.40802344,1.063867714,0,0,0,0
572.2222222,2000,2.895359832,0.096714274,0.537654213,0.545268464,0.023468083,0.036430485,0.405789756,1.054966137,0,0,0,0
574.2424242,2000,2.895846573,0.097541065,0.537833019,0.544198076,0.023525481,0.036187264,0.403568517,1.046104811,0,0,0,0
576.2626263,2000,2.896322568,0.098365076,0.538017,0.543149495,0.023581703,0.035947122,0.401356095,1.037271036,0,0,0,0
578.2828283,2000,2.896794158,0.099191478,0.538196146,0.542117365,0.023634944,0.035712398,0.399153517,1.028454323,0,0,0,0
580.3030303,2000,2.897257107,0.100021355,0.538368452,0.541115659,0.02368694,0.035478508,0.396988234,1.019751532,0,0,0,0
582.3232323,2000,2.897714544,0.100852779,0.538538675,0.540129195,0.023736254,0.035248223,0.394819684,1.01104565,0,0,0,0
584.3434343,2000,2.898162564,0.101680607,0.538707849,0.539164303,0.023784911,0.035022096,0.392679634,1.00241159,0,0,0,0
586.3636364,2000,2.898608046,0.102517854,0.538877662,0.538219098,0.023831311,0.034799238,0.390561661,0.993835288,0,0,0,0
588.3838384,2000,2.899048448,0.10335402,0.539043921,0.537289478,0.023876488,0.034581488,0.388464542,0.985307249,0,0,0,0
590.4040404,2000,2.899485293,0.104198796,0.539205806,0.536379182,0.023918991,0.034367285,0.386389381,0.97683846,0,0,0,0
592.4242424,2000,2.899911295,0.105034945,0.539365054,0.535497362,0.02396324,0.034152734,0.384367457,0.968523886,0,0,0,0
594.4444444,2000,2.900332989,0.10587557,0.539518492,0.534627694,0.024005516,0.033944761,0.382363772,0.960243685,0,0,0,0
596.4646465,2000,2.900753135,0.10672167,0.539666353,0.533779313,0.024046889,0.033738358,0.380399797,0.952077635,0,0,0,0
598.4848485,2000,2.901161092,0.107566568,0.539826614,0.532945162,0.024088394,0.03353815,0.378462214,0.943954318,0,0,0,0
600.5050505,2000,2.901564448,0.108412137,0.53996726,0.532134719,0.024129562,0.03333847,0.376573681,0.935980953,0,0,0,0
602.5252525,2000,2.901971061,0.109264085,0.540117129,0.531336538,0.024170591,0.033143518,0.374722961,0.928089494,0,0,0,0
604.5454545,2000,2.902363301,0.110107998,0.540252946,0.530558663,0.024212557,0.032951883,0.372916952,0.920315514,0,0,0,0
606.5656566,2000,2.902761571,0.110968879,0.540397778,0.529797702,0.024253908,0.032762288,0.371161563,0.912667096,0,0,0,0
608.5858586,2000,2.903149859,0.111822595,0.540536695,0.529051949,0.024296456,0.032576419,0.369439229,0.905104826,0,0,0,0
610.6060606,2000,2.903532191,0.112681033,0.540675564,0.528326219,0.024340835,0.032393633,0.367794043,0.897723092,0,0,0,0
612.6262626,2000,2.903909243,0.113539906,0.540808707,0.52761612,0.024385676,0.032213255,0.366186634,0.890443205,0,0,0,0
614.6464646,2000,2.904292006,0.11440366,0.540940773,0.526916383,0.024432308,0.032038825,0.364648805,0.883310483,0,0,0,0
616.6666667,2000,2.904727194,0.115419756,0.541253797,0.526142441,0.024556633,0.0318596,0.363087608,0.876377156,0.011803841,0.601489031,0.901686113,0.011803841
618.6868687,2000,2.905275387,0.116676479,0.541791305,0.525233995,0.024790457,0.031680053,0.361476337,0.869661212,0.011856031,0.601881416,0.902134987,0.011856031
620.7070707,2000,2.905824471,0.117942941,0.542385118,0.524341334,0.025031607,0.031498086,0.359905151,0.863052182,0.011907148,0.602335162,0.902578767,0.011907148
622.7272727,2000,2.906347804,0.119210932,0.542947549,0.523476707,0.0252752,0.031318243,0.358422655,0.856648752,0.0119606,0.602726311,0.903018815,0.0119606
624.7474747,2000,2.906880883,0.120488545,0.543531584,0.522619332,0.025523389,0.031141919,0.356997741,0.850358824,0.012013885,0.60315357,0.903453082,0.012013885
626.7676768,2000,2.907415692,0.121775156,0.544120516,0.521775238,0.025773739,0.030966287,0.355604092,0.844167191,0.012067052,0.603601739,0.90388071,0.012067052
628.7878788,2000,2.90794874,0.123070348,0.544695175,0.520938376,0.026022918,0.030796329,0.354222123,0.838002907,0.012121612,0.603992682,0.904309991,0.012121612
630.8080808,2000,2.908485378,0.124375928,0.545310672,0.520116572,0.026277716,0.03062212,0.352869317,0.831953215,0.012172849,0.604494914,0.904740703,0.012172849
632.8282828,2000,2.90898274,0.12568298,0.545921302,0.519310268,0.026533513,0.030454106,0.351523872,0.82590975,0.012226842,0.604911457,0.905166643,0.012226842
634.8484848,2000,2.909496824,0.127001586,0.546531147,0.518512254,0.026790673,0.03028708,0.350213667,0.819975001,0.012280142,0.605366989,0.905586738,0.012280142
636.8686869,2000,2.910021045,0.128331428,0.547151953,0.517719953,0.02704957,0.030121951,0.348926265,0.814110643,0.012334023,0.605812068,0.906003151,0.012334023
638.8888889,2000,2.910522279,0.129665372,0.547772646,0.516956803,0.027313101,0.029951166,0.347692516,0.808435395,0.012386445,0.606298373,0.906422071,0.012386445
640.9090909,2000,2.911038045,0.13101164,0.548412236,0.51618159,0.02757612,0.029791948,0.346445156,0.802681846,0.012440214,0.606754151,0.906835267,0.012440214
642.9292929,2000,2.911550549,0.132366205,0.549058233,0.515420157,0.027841999,0.029632125,0.345234226,0.797045732,0.012494847,0.607193374,0.907244056,0.012494847
644.9494949,2000,2.912044775,0.133726174,0.549719581,0.514678939,0.028112682,0.029469165,0.344054174,0.791525003,0.01254639,0.607718054,0.907658739,0.01254639
646.969697,2000,2.912564665,0.135099855,0.550368444,0.513925399,0.028380611,0.029318939,0.342881455,0.785975004,0.012601772,0.608187571,0.908048372,0.012601772
648.989899,2000,2.913059739,0.136477488,0.551033258,0.513199205,0.028654664,0.02916101,0.341759648,0.78061739,0.012654736,0.608700118,0.908450641,0.012654736
651.010101,2000,2.913561018,0.13786605,0.551724145,0.512474862,0.028931649,0.029006891,0.340648057,0.775281545,0.012708795,0.609177073,0.908853167,0.012708795
653.030303,2000,2.914055049,0.139261194,0.552400275,0.511762939,0.029209842,0.02885422,0.339576769,0.770063538,0.012762247,0.609697145,0.909247658,0.012762247
655.0505051,2000,2.914543499,0.140664455,0.553097375,0.511061119,0.029492147,0.028700878,0.338532692,0.764936702,0.012815388,0.610221746,0.909644073,0.012815388
657.0707071,2000,2.915033484,0.142076655,0.553794581,0.510366686,0.02977676,0.028549522,0.337525384,0.759911844,0.012868733,0.610761923,0.910033073,0.012868733
659.0909091,2000,2.915508233,0.143494381,0.554503234,0.509695089,0.030066758,0.028392207,0.33656269,0.755055428,0.01292106,0.611283181,0.910440244,0.01292106
661.1111111,2000,2.915086398,0.14485294,0.558799752,0.505785106,0.030285715,0.028117426,0.337532916,0.756116697,0.012892595,0.614697395,0.910684181,0.012892595
663.1313131,2000,2.914434515,0.146197909,0.563916345,0.501264914,0.030490637,0.027816019,0.338976639,0.758665505,0.012842654,0.618778314,0.910897227,0.012842654
665.1515152,2000,2.913789841,0.147549879,0.568974642,0.496924638,0.030697341,0.027527024,0.340394708,0.761130454,0.012792476,0.622794614,0.91110986,0.012792476
667.1717172,2000,2.913157057,0.14891149,0.574009409,0.492720945,0.030905188,0.027251747,0.341785737,0.763497801,0.012743706,0.626776245,0.911293024,0.012743706
669.1919192,2000,2.912530537,0.150279853,0.578980925,0.488684295,0.031117019,0.026984025,0.343164245,0.765837884,0.01269511,0.630699921,0.911469339,0.01269511
671.2121212,2000,2.911912716,0.151656436,0.583907876,0.484782858,0.031331314,0.026728222,0.344528523,0.768117471,0.012647227,0.634574554,0.911629739,0.012647227
673.2323232,2000,2.911300802,0.153040066,0.588774084,0.481016436,0.031548398,0.026484184,0.345883386,0.770346644,0.0126001,0.638400139,0.911773913,0.0126001
675.2525253,2000,2.910699371,0.154432743,0.593607371,0.477375604,0.031770436,0.026246199,0.347236607,0.772578449,0.012552658,0.642161408,0.911920132,0.012552658
677.2727273,2000,2.910102587,0.15583208,0.598374944,0.473847825,0.031996199,0.026018117,0.348587869,0.774785812,0.012506725,0.645884223,0.912037814,0.012506725
679.2929293,2000,2.910242609,0.156795059,0.599607082,0.473077918,0.032193149,0.025904009,0.348646215,0.772576129,0.012535144,0.646744863,0.912217288,0.012535144
681.3131313,2000,2.910553914,0.157644927,0.599896812,0.473062335,0.032388541,0.025810557,0.348358945,0.769237695,0.012579923,0.646864389,0.912448865,0.012579923
683.3333333,2000,2.91086591,0.158496742,0.600177659,0.473041503,0.032584903,0.025717966,0.348085029,0.76595418,0.012625729,0.646978232,0.91266715,0.012625729
685.3535354,2000,2.911195981,0.159348544,0.600449015,0.473012705,0.032784119,0.025630113,0.347862635,0.762786989,0.01267301,0.647068922,0.912873121,0.01267301
687.3737374,2000,2.911501508,0.160209094,0.600749391,0.472992855,0.032987171,0.02554156,0.347607723,0.759535776,0.012718374,0.647172859,0.91309467,0.012718374
689.3939394,2000,2.911817064,0.161067758,0.601014381,0.472971698,0.033194939,0.025448097,0.347440902,0.756577045,0.012762924,0.647316049,0.913309743,0.012762924
691.4141414,2000,2.91212181,0.161931845,0.601291994,0.472955563,0.033406562,0.025354186,0.347273871,0.753625648,0.012807379,0.647433446,0.913531957,0.012807379
693.4343434,2000,2.912435845,0.162798429,0.601572505,0.472927331,0.033617794,0.025272212,0.347107708,0.750604178,0.01285344,0.647540831,0.91373597,0.01285344
695.4545455,2000,2.912746861,0.163667418,0.601845313,0.472903827,0.03383507,0.025180977,0.346996547,0.747812026,0.012899243,0.647642355,0.913942329,0.012899243
697.4747475,2000,2.913054409,0.164541173,0.602131869,0.472882222,0.034055009,0.025094207,0.34688392,0.744987873,0.012944665,0.647728954,0.914155463,0.012944665
699.4949495,2000,2.91335891,0.165415731,0.602392443,0.47285877,0.034278691,0.025005471,0.346813321,0.742306466,0.012989456,0.647857222,0.914359059,0.012989456
701.5151515,2000,2.913659487,0.166295615,0.602671086,0.472837578,0.034506007,0.024916961,0.346741395,0.739625727,0.013033919,0.647970766,0.914568618,0.013033919
703.5353535,2000,2.913960727,0.167177861,0.602944219,0.472815524,0.034736613,0.024828743,0.346698555,0.737034343,0.013078345,0.648085066,0.91477556,0.013078345
705.5555556,2000,2.914248818,0.168064423,0.603216308,0.472793118,0.034969172,0.024745736,0.346663143,0.734435443,0.013123664,0.648180028,0.914976253,0.013123664
707.5757576,2000,2.914554555,0.168952607,0.603491313,0.472770938,0.035207942,0.024654575,0.346665693,0.732008024,0.013167289,0.648299646,0.915184789,0.013167289
709.5959596,2000,2.914845218,0.169844724,0.603760337,0.472750059,0.035449194,0.024566377,0.346682478,0.729609671,0.013210996,0.648419737,0.915389404,0.013210996
711.6161616,2000,2.915140244,0.170740217,0.604035254,0.472729039,0.035694381,0.024477873,0.34671316,0.727259357,0.013254828,0.648523468,0.915595402,0.013254828
713.6363636,2000,2.915432977,0.171638616,0.604306354,0.472705127,0.035941549,0.024393593,0.346745434,0.724894407,0.013298676,0.648635918,0.91579543,0.013298676
715.6565657,2000,2.915722062,0.172540083,0.604573881,0.472683966,0.036193871,0.024304561,0.34682223,0.722697412,0.01334202,0.648749715,0.915997681,0.01334202
717.6767677,2000,2.916012617,0.173443338,0.604831894,0.47265764,0.036447798,0.024221494,0.346909779,0.720497847,0.013385955,0.648866024,0.916189671,0.013385955
719.6969697,2000,2.9162848,0.174353349,0.605103887,0.47263899,0.036706906,0.024133918,0.347004267,0.718358496,0.013429226,0.648965997,0.916391665,0.013429226
721.7171717,2000,2.91657827,0.175265146,0.605381498,0.472618173,0.036970998,0.024042917,0.34711924,0.716309824,0.013471377,0.649079238,0.916598537,0.013471377
723.7373737,2000,2.916856594,0.176180893,0.605653485,0.472596429,0.037237632,0.023954596,0.347252681,0.714305335,0.013514805,0.649170828,0.916795781,0.013514805
725.7575758,2000,2.917139886,0.177099165,0.605924001,0.472572478,0.037506675,0.023870204,0.347390604,0.712294879,0.013557326,0.649281383,0.916993587,0.013557326
727.7777778,2000,2.916856093,0.177438497,0.601298443,0.453334473,0.038146429,0.022679877,0.346993788,0.717098834,0.013455024,0.647051029,0.919509095,0.013455024
729.7979798,2000,2.916712901,0.177876548,0.599347868,0.442941235,0.038781861,0.022010528,0.349225451,0.722819097,0.013439333,0.646116706,0.920888575,0.013439333
731.8181818,2000,2.916776475,0.178475834,0.599749074,0.441386535,0.039364929,0.021830611,0.353158575,0.727970574,0.013505163,0.646444854,0.921209659,0.013505163
733.8383838,2000,2.916834277,0.179072079,0.600145497,0.439771069,0.039954588,0.021648057,0.357120777,0.733191457,0.013572277,0.646733633,0.921533505,0.013572277
735.8585859,2000,2.916876189,0.179670981,0.600568576,0.438099182,0.040552105,0.021463166,0.361091464,0.738416508,0.013635322,0.647125126,0.921866502,0.013635322
737.8787879,2000,2.916916008,0.180264007,0.600967783,0.436376418,0.041156794,0.021274391,0.365101335,0.743751294,0.013698832,0.647497006,0.922203168,0.013698832
739.8989899,2000,2.916943794,0.180859784,0.601405962,0.43456639,0.041768157,0.021088362,0.369131544,0.749068102,0.013763985,0.647836182,0.922537498,0.013763985
741.9191919,2000,2.916964696,0.181452685,0.601838722,0.432706091,0.042386423,0.020898569,0.373188617,0.754463485,0.013827595,0.648209713,0.922877452,0.013827595
743.9393939,2000,2.916974135,0.182044579,0.602271695,0.430784645,0.043011464,0.020705134,0.377262549,0.759912567,0.013890121,0.648597264,0.923224202,0.013890121
745.959596,2000,2.916988591,0.182629794,0.602698803,0.428757848,0.043643452,0.02051404,0.381378133,0.765404712,0.013953101,0.648998022,0.92356601,0.013953101
747.979798,2000,2.916969478,0.183224993,0.603169443,0.426736501,0.044281415,0.020312583,0.385460541,0.770912764,0.014013657,0.649385942,0.923931416,0.014013657
750,2000,2.916956605,0.183813752,0.603642476,0.424554029,0.044926215,0.020115158,0.389587411,0.776451694,0.014075223,0.649779721,0.92428906,0.014075223
550,2080.808081,2.892914499,0.086595074,0.537271316,0.55452219,0.021535709,0.038516811,0.418828323,1.118733364,0,0,0,0
552.020202,2080.808081,2.892888427,0.087488656,0.537184287,0.553966066,0.021770554,0.038421122,0.418760664,1.115714983,0,0,0,0
554.040404,2080.808081,2.892880636,0.088387057,0.537087364,0.553407091,0.022005267,0.038328988,0.418709289,1.112733208,0,0,0,0
556.0606061,2080.808081,2.89288791,0.089283283,0.537021104,0.552852438,0.022242197,0.038239045,0.418687354,1.109818423,0,0,0,0
558.0808081,2080.808081,2.892891066,0.090186741,0.536942027,0.552318555,0.022478544,0.038134818,0.418664425,1.106951236,0,0,0,0
560.1010101,2080.808081,2.892892124,0.091090053,0.536844088,0.551783928,0.022714043,0.038036768,0.418651606,1.104081509,0,0,0,0
562.1212121,2080.808081,2.892904353,0.091999693,0.536761022,0.551247002,0.022949953,0.0379424,0.418646067,1.101225656,0,0,0,0
564.1414141,2080.808081,2.892920247,0.09290675,0.536684847,0.550718742,0.023187056,0.037845106,0.41865473,1.098415338,0,0,0,0
566.1616162,2080.808081,2.892933822,0.09382053,0.536598073,0.550181496,0.023424689,0.03775585,0.418675171,1.095570712,0,0,0,0
568.1818182,2080.808081,2.892955248,0.094735502,0.536526157,0.549668515,0.023662541,0.037653312,0.418707979,1.092827161,0,0,0,0
570.2020202,2080.808081,2.893376363,0.095570699,0.536663746,0.54864421,0.023766341,0.037426031,0.416951973,1.085206555,0,0,0,0
572.2222222,2080.808081,2.893879999,0.096385782,0.536850104,0.547525575,0.023838618,0.037173534,0.414807874,1.076530854,0,0,0,0
574.2424242,2080.808081,2.894379586,0.09721278,0.537043726,0.54643531,0.023908584,0.036923093,0.41268621,1.067922483,0,0,0,0
576.2626263,2080.808081,2.894869772,0.098036044,0.537220793,0.545365834,0.023976268,0.036676214,0.410573779,1.059343954,0,0,0,0
578.2828283,2080.808081,2.8953546,0.098863376,0.537406331,0.544315085,0.024041347,0.036434068,0.408470638,1.050781993,0,0,0,0
580.3030303,2080.808081,2.895828308,0.09968967,0.537587366,0.543285816,0.024105124,0.036194039,0.406373923,1.042246054,0,0,0,0
582.3232323,2080.808081,2.896301099,0.100520105,0.537768274,0.542274586,0.024166078,0.035958727,0.404294994,1.033750914,0,0,0,0
584.3434343,2080.808081,2.896764449,0.101349563,0.537934684,0.54128482,0.024225763,0.035727128,0.402237728,1.025317329,0,0,0,0
586.3636364,2080.808081,2.89721997,0.102180541,0.538101338,0.540316913,0.024283674,0.035498195,0.400199783,1.016939117,0,0,0,0
588.3838384,2080.808081,2.89767189,0.103014969,0.538275577,0.539368657,0.02434055,0.035271808,0.398182615,1.008617779,0,0,0,0
590.4040404,2080.808081,2.898117871,0.103852189,0.538438387,0.538440994,0.024395764,0.035048739,0.396193848,1.000373453,0,0,0,0
592.4242424,2080.808081,2.898560464,0.104692068,0.538605469,0.537526678,0.024449346,0.03483127,0.394222089,0.99215996,0,0,0,0
594.4444444,2080.808081,2.898992065,0.105532006,0.538763147,0.536638137,0.024502366,0.034614685,0.392285907,0.984054178,0,0,0,0
596.4646465,2080.808081,2.899423292,0.106376261,0.538917688,0.535763203,0.024554143,0.034403646,0.390375806,0.976004172,0,0,0,0
598.4848485,2080.808081,2.899840762,0.107217359,0.539081783,0.534907053,0.024605772,0.034195643,0.388490665,0.968016449,0,0,0,0
600.5050505,2080.808081,2.900261869,0.10806649,0.539231827,0.534070352,0.024656374,0.033989961,0.386650298,0.960150988,0,0,0,0
602.5252525,2080.808081,2.900678038,0.108914582,0.539383234,0.53324979,0.024706728,0.033787959,0.3848404,0.952360979,0,0,0,0
604.5454545,2080.808081,2.901079364,0.109763972,0.539528749,0.532452045,0.024758051,0.033587974,0.383078926,0.944698163,0,0,0,0
606.5656566,2080.808081,2.901486038,0.110617304,0.539677854,0.531664758,0.024808413,0.033393172,0.381347845,0.937098933,0,0,0,0
608.5858586,2080.808081,2.901884046,0.111471064,0.539814944,0.530897778,0.024859857,0.03320036,0.379668262,0.929638787,0,0,0,0
610.6060606,2080.808081,2.902277437,0.112326183,0.539962229,0.530145308,0.024911459,0.033011232,0.378025418,0.922260183,0,0,0,0
612.6262626,2080.808081,2.902667035,0.113182724,0.540102988,0.529415994,0.024965316,0.032821553,0.376445467,0.915059818,0,0,0,0
614.6464646,2080.808081,2.903050794,0.114043039,0.54023678,0.528691833,0.025017817,0.032641339,0.374897283,0.907898242,0,0,0,0
616.6666667,2080.808081,2.903431698,0.114905623,0.54037915,0.527989999,0.025072722,0.032459793,0.373409477,0.900904352,0,0,0,0
618.6868687,2080.808081,2.903934048,0.116064905,0.540802834,0.527125666,0.025277572,0.032271301,0.371894124,0.894330995,0.012018288,0.600363899,0.900672105,0.012018288
620.7070707,2080.808081,2.904488457,0.117321649,0.541388959,0.526204367,0.025527853,0.032086276,0.370343572,0.887763803,0.012070456,0.600754754,0.901128641,0.012070456
622.7272727,2080.808081,2.905020549,0.118581668,0.541959814,0.525308952,0.025780314,0.031901789,0.368850073,0.881343523,0.01212251,0.60116723,0.901581084,0.01212251
624.7474747,2080.808081,2.905553009,0.119849133,0.542544794,0.524426149,0.026037764,0.031720278,0.367425275,0.875063277,0.012175451,0.60157376,0.902029097,0.012175451
626.7676768,2080.808081,2.906109773,0.121128296,0.543129476,0.523541,0.02629667,0.031547149,0.366047604,0.868849978,0.012229772,0.602011895,0.902453042,0.012229772
628.7878788,2080.808081,2.90662887,0.122408916,0.543708012,0.522698929,0.026559711,0.031364221,0.364726425,0.862859272,0.012281561,0.602450541,0.902906479,0.012281561
630.8080808,2080.808081,2.907160999,0.123700859,0.544293749,0.521853657,0.026822522,0.031188725,0.363402973,0.856847871,0.01233514,0.602878598,0.903340672,0.01233514
632.8282828,2080.808081,2.90768528,0.125000354,0.544892451,0.521023936,0.02708916,0.03101367,0.362114642,0.850937912,0.012388669,0.603303746,0.903775595,0.012388669
634.8484848,2080.808081,2.908204669,0.12630814,0.545509935,0.520201893,0.02735802,0.030841367,0.360828824,0.845042966,0.012440764,0.603794926,0.904203625,0.012440764
636.8686869,2080.808081,2.908718143,0.127623791,0.546140595,0.519389156,0.027628589,0.030670851,0.359557819,0.839197053,0.012495209,0.604194583,0.904634763,0.012495209
638.8888889,2080.808081,2.909244606,0.128949302,0.546730115,0.518594028,0.027898879,0.030500146,0.358347905,0.833537804,0.012547375,0.604699696,0.90505536,0.012547375
640.9090909,2080.808081,2.909759656,0.130282484,0.547360143,0.5178031,0.028173047,0.030333357,0.357132251,0.827857545,0.012600883,0.605159098,0.905475486,0.012600883
642.9292929,2080.808081,2.910267703,0.131623001,0.547995438,0.517026355,0.028449676,0.030166194,0.355943901,0.822271576,0.012653745,0.605637062,0.905896006,0.012653745
644.9494949,2080.808081,2.910778758,0.132972854,0.548635142,0.51625703,0.028728094,0.030001274,0.35478098,0.816759758,0.012707264,0.606117496,0.906307666,0.012707264
646.969697,2080.808081,2.911298879,0.134333169,0.549274192,0.515485305,0.029006183,0.029844718,0.353625935,0.811242809,0.012762015,0.606580915,0.906711059,0.012762015
648.989899,2080.808081,2.911788,0.13569641,0.549939494,0.514747584,0.029292078,0.029676812,0.352522888,0.805940376,0.012813736,0.607087662,0.907133235,0.012813736
651.010101,2080.808081,2.912289702,0.137070861,0.550605622,0.514005554,0.029577809,0.029516995,0.351428902,0.800636456,0.012867134,0.607585406,0.907539281,0.012867134
653.030303,2080.808081,2.912793201,0.138453898,0.551263334,0.513276533,0.029865576,0.029356822,0.350385968,0.795488791,0.012921168,0.608069837,0.907943048,0.012921168
655.0505051,2080.808081,2.913293968,0.139846369,0.551961802,0.512535113,0.030154393,0.029209185,0.349290923,0.790150556,0.012975019,0.608594309,0.908334684,0.012975019
657.0707071,2080.808081,2.913774478,0.141242052,0.552640646,0.51182936,0.030448378,0.029049769,0.348294396,0.78515561,0.013027244,0.609135127,0.908738372,0.013027244
659.0909091,2080.808081,2.914265205,0.142649762,0.553354291,0.511127028,0.030746772,0.028891024,0.347305608,0.780192779,0.013080304,0.609651228,0.909141844,0.013080304
661.1111111,2080.808081,2.914718776,0.144062592,0.554201237,0.510286724,0.031040473,0.028738289,0.346401826,0.775445514,0.013130322,0.610288248,0.909534621,0.013130322
663.1313131,2080.808081,2.914054041,0.145391101,0.559264922,0.505582029,0.03124937,0.028411551,0.347816434,0.77801475,0.013078194,0.614351554,0.909778494,0.013078194
665.1515152,2080.808081,2.913401465,0.146729098,0.564311195,0.501031264,0.031457304,0.02810228,0.349189849,0.780436238,0.013026313,0.618363303,0.910012386,0.013026313
667.1717172,2080.808081,2.912754984,0.148073426,0.569294273,0.496656098,0.031665787,0.027807925,0.350533594,0.782749554,0.012975667,0.622341369,0.910218787,0.012975667
669.1919192,2080.808081,2.912118707,0.149426471,0.574245783,0.492444381,0.031877693,0.027520859,0.351857224,0.785021868,0.012924877,0.626258813,0.910423349,0.012924877
671.2121212,2080.808081,2.911488631,0.150786144,0.57913775,0.488382895,0.032090492,0.027249145,0.353159974,0.787199249,0.012875105,0.630135778,0.910605915,0.012875105
673.2323232,2080.808081,2.910870404,0.152155705,0.584011069,0.484440751,0.032304841,0.026991535,0.354446808,0.789298742,0.012826285,0.63396943,0.910768306,0.012826285
675.2525253,2080.808081,2.91025592,0.153530828,0.588810053,0.480661792,0.032525237,0.026737407,0.355736593,0.791429225,0.012777255,0.637741641,0.910930685,0.012777255
677.2727273,2080.808081,2.909652693,0.154914424,0.593576578,0.476994144,0.03274722,0.026497714,0.357014569,0.793485808,0.012729351,0.641460018,0.91107658,0.012729351
679.2929293,2080.808081,2.909050323,0.15630505,0.598277045,0.473450517,0.032973574,0.026266399,0.35829475,0.795537495,0.012681317,0.645144503,0.911209322,0.012681317
681.3131313,2080.808081,2.909296201,0.157193995,0.59893823,0.473136058,0.033172587,0.026156272,0.358103709,0.792577659,0.012719412,0.645551464,0.911424895,0.012719412
683.3333333,2080.808081,2.909618215,0.158037724,0.599214094,0.473110224,0.033369527,0.02606584,0.357788991,0.789138004,0.012764627,0.645691289,0.911644084,0.012764627
685.3535354,2080.808081,2.909932207,0.15888708,0.599507263,0.473082008,0.033569327,0.025976112,0.357510855,0.785806836,0.012812244,0.645765737,0.91185434,0.012812244
687.3737374,2080.808081,2.910259541,0.159735268,0.599782424,0.473057025,0.033773482,0.025882998,0.357261797,0.782587829,0.01285715,0.645895737,0.9120749,0.01285715
689.3939394,2080.808081,2.910571982,0.16058947,0.600057594,0.473036082,0.033981875,0.02578677,0.357032827,0.779454141,0.01290195,0.64602093,0.912295405,0.01290195
691.4141414,2080.808081,2.910887468,0.161446084,0.600337241,0.473007603,0.034191576,0.025697536,0.356824511,0.776339859,0.012947289,0.646150464,0.912504981,0.012947289
693.4343434,2080.808081,2.911207737,0.162306329,0.600628349,0.472982504,0.034403204,0.025612373,0.356613897,0.773199847,0.012993571,0.646217723,0.912722752,0.012993571
695.4545455,2080.808081,2.9115167,0.163168843,0.600900689,0.472956403,0.034620704,0.025519557,0.356442714,0.770230615,0.013038766,0.64634424,0.912929583,0.013038766
697.4747475,2080.808081,2.91182995,0.164033457,0.601169792,0.472930043,0.034840984,0.02542823,0.356316854,0.767389156,0.013084401,0.646448713,0.91313623,0.013084401
699.4949495,2080.808081,2.912131521,0.164903768,0.601451861,0.472913005,0.0350659,0.025333671,0.356167088,0.764507404,0.013127502,0.646579348,0.913360247,0.013127502
701.5151515,2080.808081,2.912430471,0.165776686,0.601728516,0.472890039,0.035292399,0.025244908,0.356042479,0.761666371,0.013171101,0.646718772,0.913572581,0.013171101
703.5353535,2080.808081,2.912735674,0.166655159,0.602032927,0.472866894,0.035522887,0.025154142,0.355940795,0.758912822,0.013217706,0.646750109,0.913784573,0.013217706
705.5555556,2080.808081,2.913037727,0.167529522,0.602270469,0.472836776,0.035756259,0.025064889,0.355881576,0.756278871,0.013261257,0.646937497,0.91397492,0.013261257
707.5757576,2080.808081,2.913335153,0.168413326,0.602560688,0.472816594,0.0359924,0.024977961,0.355822491,0.753636926,0.013305836,0.647003806,0.914192532,0.013305836
709.5959596,2080.808081,2.913632831,0.16929721,0.602825305,0.47279441,0.036233221,0.024887144,0.355793279,0.751115609,0.013349113,0.647131593,0.914400693,0.013349113
711.6161616,2080.808081,2.913927805,0.170185438,0.603098576,0.472771435,0.036477201,0.024797601,0.355774447,0.748623397,0.013392755,0.647242651,0.914607477,0.013392755
